cuenta_id,iban,tipo_cuenta,moneda_base,fecha_apertura,estado,saldo_actual,limite_diario,es_conjunta,canales_habilitados,pais_apertura,score_riesgo,ultima_actividad
CU000385,GT82BAGT000000000385,CORRIENTE,GTQ,2024-03-12,ACTIVA,59264.08,25114.49,false,MOBILE|WEB,GT,60.77,2026-04-08T20:04:42Z
CU000386,GT82BAGT000000000386,AHORRO,GTQ,2024-02-10,ACTIVA,40355.95,31969.28,false,API|WEB,GT,40.46,2026-02-23T01:33:57Z
CU000387,GT82BAGT000000000387,AHORRO,GTQ,2025-02-02,ACTIVA,15184.40,10990.08,false,ATM|MOBILE|API,GT,51.12,2026-04-15T08:41:35Z
CU000388,GT82BAGT000000000388,AHORRO,GTQ,2022-03-04,ACTIVA,16306.23,40800.52,false,API|POS|ATM|WEB,GT,41.89,2026-04-05T01:01:53Z
CU000389,GT82BAGT000000000389,CORRIENTE,USD,2023-06-12,ACTIVA,25693.78,29832.45,false,ATM|POS|API|WEB,GT,45.29,2026-03-29T05:01:28Z
CU000390,GT82BAGT000000000390,AHORRO,GTQ,2026-04-07,ACTIVA,8571.76,44092.90,false,ATM|WEB,GT,44.13,2026-04-03T00:11:16Z
CU000391,GT82BAGT000000000391,AHORRO,GTQ,2025-07-05,ACTIVA,15128.89,34732.95,false,WEB|POS|MOBILE|API,GT,34.15,2026-02-21T06:59:05Z
CU000392,GT82BAGT000000000392,NOMINA,GTQ,2024-10-06,ACTIVA,10583.26,13336.17,true,POS|API,GT,40.66,2026-04-21T10:47:52Z
CU000393,GT82BAGT000000000393,AHORRO,GTQ,2024-10-20,ACTIVA,7993.57,2907.82,false,MOBILE|ATM|API,GT,43.82,2026-04-10T01:53:33Z
CU000394,GT82BAGT000000000394,AHORRO,USD,2025-05-15,ACTIVA,34102.26,46618.06,false,WEB|ATM|MOBILE|POS,GT,41.22,2026-04-07T07:24:43Z
CU000395,GT82BAGT000000000395,CORRIENTE,GTQ,2026-03-11,ACTIVA,39667.71,39935.88,true,WEB|ATM|MOBILE|API,GT,54.16,2026-04-15T02:17:57Z
CU000396,GT82BAGT000000000396,CORRIENTE,GTQ,2023-03-28,ACTIVA,56420.78,5176.31,true,MOBILE|API|WEB,GT,41.78,2026-04-16T06:00:18Z
CU000397,GT82BAGT000000000397,NOMINA,USD,2023-02-05,ACTIVA,7534.16,29377.03,false,POS|WEB|MOBILE|ATM,GT,52.62,2026-03-11T20:30:12Z
CU000398,GT82BAGT000000000398,CORRIENTE,GTQ,2023-03-22,ACTIVA,13267.12,17856.34,false,WEB|POS,GT,36.61,2026-04-20T12:50:56Z
CU000399,GT82BAGT000000000399,AHORRO,GTQ,2020-04-18,ACTIVA,35015.34,34899.81,false,API|MOBILE,GT,28.93,2026-03-18T07:39:21Z
CU000400,GT82BAGT000000000400,AHORRO,GTQ,2021-10-10,ACTIVA,2566.51,2663.03,false,WEB|POS|API|MOBILE,GT,23.27,2026-03-29T02:52:45Z
CU000401,GT82BAGT000000000401,NOMINA,USD,2025-09-12,ACTIVA,20883.05,29335.62,false,API|POS|MOBILE|ATM,GT,49.86,2026-04-18T07:24:36Z
CU000402,GT82BAGT000000000402,NOMINA,USD,2021-03-30,ACTIVA,23552.54,20634.39,false,POS|WEB|ATM,GT,49.48,2026-04-20T03:57:05Z
CU000403,GT82BAGT000000000403,CORRIENTE,GTQ,2025-11-21,ACTIVA,8828.17,21920.48,false,MOBILE|API,GT,49.49,2026-02-20T04:46:19Z
CU000404,GT82BAGT000000000404,AHORRO,GTQ,2025-06-30,ACTIVA,25395.46,41730.49,false,ATM|API|WEB,GT,54.77,2026-04-11T05:43:55Z
CU000405,GT82BAGT000000000405,CORRIENTE,GTQ,2021-11-19,ACTIVA,51331.72,43714.54,false,API|POS,GT,42.73,2026-04-20T00:17:24Z
CU000406,GT82BAGT000000000406,AHORRO,USD,2025-01-10,ACTIVA,7359.90,47300.46,false,MOBILE|WEB,GT,44.32,2026-04-18T19:40:12Z
CU000407,GT82BAGT000000000407,AHORRO,USD,2025-04-16,ACTIVA,36552.48,13111.98,false,API|ATM|MOBILE|POS,GT,35.88,2026-03-13T02:38:27Z
CU000408,GT82BAGT000000000408,AHORRO,GTQ,2023-12-22,ACTIVA,24416.39,46146.54,false,API|WEB|ATM|MOBILE,GT,48.40,2026-04-16T15:49:23Z
CU000409,GT82BAGT000000000409,AHORRO,GTQ,2026-03-19,ACTIVA,7107.48,39864.39,false,MOBILE|WEB|POS,GT,40.22,2026-04-02T03:13:07Z
CU000410,GT82BAGT000000000410,AHORRO,USD,2024-03-27,ACTIVA,43119.36,9789.24,false,API|WEB|POS|MOBILE,GT,42.89,2026-04-20T15:11:42Z
CU000411,GT82BAGT000000000411,NOMINA,GTQ,2025-02-13,ACTIVA,2827.01,26886.15,false,MOBILE|POS|API|ATM,GT,42.59,2026-04-12T19:52:32Z
CU000412,GT82BAGT000000000412,AHORRO,GTQ,2021-10-31,ACTIVA,18906.19,45533.58,false,ATM|WEB|API,GT,39.53,2026-04-20T19:16:43Z
CU000413,GT82BAGT000000000413,CORRIENTE,USD,2022-04-22,ACTIVA,50650.95,59335.86,false,ATM|POS,GT,68.36,2026-04-08T01:01:09Z
CU000414,GT82BAGT000000000414,AHORRO,GTQ,2024-04-04,ACTIVA,-73235.78,30029.25,false,POS|MOBILE,GT,36.89,2026-03-24T03:45:08Z
CU000415,GT82BAGT000000000415,EMPRESARIAL,GTQ,2024-05-16,ACTIVA,274736.04,71172.57,false,WEB|API|ATM|POS,GT,57.88,2026-04-14T19:46:35Z
CU000416,GT82BAGT000000000416,NOMINA,GTQ,2021-11-06,ACTIVA,22504.02,14506.36,false,WEB|MOBILE|ATM,GT,22.77,2026-04-03T01:19:15Z
CU000417,GT82BAGT000000000417,CORRIENTE,GTQ,2026-03-07,CERRADA,-5475.06,9448.60,true,API|WEB|POS|ATM,GT,37.45,2026-03-15T15:20:30Z
CU000418,GT82BAGT000000000418,EMPRESARIAL,GTQ,2025-10-08,ACTIVA,201193.50,102624.43,true,POS|API|WEB,GT,46.36,2026-04-19T01:18:24Z
CU000419,GT82BAGT000000000419,AHORRO,GTQ,2026-04-18,ACTIVA,9362.38,26024.83,false,MOBILE|POS|API,GT,39.70,2026-02-19T14:27:41Z
CU000420,GT82BAGT000000000420,CORRIENTE,USD,2020-11-13,ACTIVA,39338.51,56574.39,false,POS|WEB|API|ATM,GT,25.82,2026-04-12T18:29:39Z
CU000421,GT82BAGT000000000421,CORRIENTE,GTQ,2026-04-02,ACTIVA,52120.88,15156.11,false,WEB|POS|API,GT,56.72,2026-04-17T21:28:42Z
CU000422,GT82BAGT000000000422,AHORRO,GTQ,2025-12-06,ACTIVA,31084.60,31179.62,true,WEB|ATM,GT,58.39,2026-04-20T05:35:50Z
CU000423,GT82BAGT000000000423,EMPRESARIAL,GTQ,2025-12-20,ACTIVA,144481.22,123496.02,false,ATM|WEB|API|MOBILE,GT,43.79,2026-04-18T08:01:15Z
CU000424,GT82BAGT000000000424,CORRIENTE,GTQ,2026-01-10,ACTIVA,31857.27,42482.80,false,MOBILE|WEB|API|ATM,GT,38.83,2026-03-26T08:40:08Z
CU000425,GT82BAGT000000000425,AHORRO,USD,2025-03-10,ACTIVA,3484.37,8785.12,false,POS|MOBILE,GT,30.22,2026-03-17T10:46:43Z
CU000426,GT82BAGT000000000426,NOMINA,GTQ,2025-12-13,ACTIVA,1788.83,41208.75,true,ATM|API|WEB,GT,34.49,2026-03-27T18:06:17Z
CU000427,GT82BAGT000000000427,AHORRO,GTQ,2025-01-30,ACTIVA,45520.76,23394.85,false,API|POS,GT,20.99,2026-04-04T00:44:26Z
CU000428,GT82BAGT000000000428,NOMINA,GTQ,2025-05-17,ACTIVA,13495.33,44653.15,false,WEB|ATM,GT,34.79,2026-04-20T13:31:07Z
CU000429,GT82BAGT000000000429,CORRIENTE,USD,2025-03-05,ACTIVA,-83501.51,37780.30,false,POS|API|ATM|MOBILE,GT,67.44,2026-04-21T11:50:15Z
CU000430,GT82BAGT000000000430,AHORRO,GTQ,2026-03-11,BLOQUEADA,1915.53,23604.32,false,MOBILE|WEB|POS,GT,41.76,2026-04-17T17:57:03Z
CU000431,GT82BAGT000000000431,CORRIENTE,GTQ,2019-06-12,ACTIVA,24268.48,38991.52,false,API|ATM,GT,30.98,2026-04-16T12:46:12Z
CU000432,GT82BAGT000000000432,AHORRO,GTQ,2026-01-21,ACTIVA,39707.13,7709.37,false,POS|ATM|WEB|API,GT,44.29,2026-04-06T02:46:58Z
CU000433,GT82BAGT000000000433,CORRIENTE,USD,2024-03-18,ACTIVA,35150.56,55644.80,false,POS|WEB|MOBILE,GT,36.56,2026-04-20T03:02:46Z
CU000434,GT82BAGT000000000434,AHORRO,GTQ,2021-07-23,ACTIVA,32478.03,39867.48,false,ATM|POS|MOBILE|API,GT,43.78,2026-02-25T09:27:48Z
CU000435,GT82BAGT000000000435,CORRIENTE,GTQ,2021-12-25,ACTIVA,10806.19,24674.22,true,POS|API,GT,56.79,2026-03-31T09:41:07Z
CU000436,GT82BAGT000000000436,EMPRESARIAL,GTQ,2026-04-08,BLOQUEADA,333655.50,104384.22,true,ATM|MOBILE|WEB,GT,17.44,2026-03-31T12:54:31Z
CU000437,GT82BAGT000000000437,CORRIENTE,GTQ,2020-08-08,BLOQUEADA,9375.85,19317.77,false,API|POS|WEB|MOBILE,GT,26.95,2026-04-20T04:50:26Z
CU000438,GT82BAGT000000000438,NOMINA,GTQ,2025-04-21,BLOQUEADA,38872.16,28056.56,false,ATM|WEB|MOBILE,GT,38.35,2026-04-12T15:00:10Z
CU000439,GT82BAGT000000000439,AHORRO,GTQ,2023-08-19,ACTIVA,-3622.44,44325.26,false,API|ATM|MOBILE,GT,47.52,2026-04-12T09:59:54Z
CU000440,GT82BAGT000000000440,EMPRESARIAL,GTQ,2025-09-15,ACTIVA,341814.01,112987.94,false,POS|MOBILE,GT,52.70,2026-04-18T04:24:31Z
CU000441,GT82BAGT000000000441,EMPRESARIAL,GTQ,2026-01-18,ACTIVA,227806.38,125825.19,true,MOBILE|WEB|API|POS,GT,55.43,2026-04-18T11:08:53Z
CU000442,GT82BAGT000000000442,NOMINA,USD,2025-03-08,ACTIVA,8923.12,35599.52,false,MOBILE|ATM|API|POS,GT,32.56,2026-04-20T06:33:13Z
CU000443,GT82BAGT000000000443,AHORRO,USD,2025-07-27,ACTIVA,17446.98,31257.40,false,ATM|POS|API|WEB,GT,36.42,2026-04-12T22:59:41Z
CU000444,GT82BAGT000000000444,AHORRO,USD,2026-02-24,ACTIVA,37847.63,31471.48,false,POS|WEB|API,GT,11.61,2026-04-18T00:09:54Z
CU000445,GT82BAGT000000000445,CORRIENTE,GTQ,2025-10-16,ACTIVA,52312.46,7312.46,false,WEB|API,GT,36.73,2026-04-20T13:50:26Z
CU000446,GT82BAGT000000000446,AHORRO,GTQ,2025-09-23,ACTIVA,51546.16,20301.71,true,API|WEB|MOBILE|ATM,GT,35.97,2026-04-02T07:31:49Z
CU000447,GT82BAGT000000000447,AHORRO,GTQ,2025-10-28,ACTIVA,23819.71,43641.31,false,MOBILE|API|ATM|WEB,GT,56.54,2026-04-17T22:45:42Z
CU000448,GT82BAGT000000000448,AHORRO,GTQ,2021-12-28,ACTIVA,44005.30,16447.67,false,WEB|MOBILE|API,GT,47.20,2026-04-20T03:02:46Z
CU000449,GT82BAGT000000000449,EMPRESARIAL,GTQ,2024-03-14,ACTIVA,107124.36,84977.28,false,ATM|MOBILE|WEB|POS,GT,18.08,2026-03-12T01:22:20Z
CU000450,GT82BAGT000000000450,AHORRO,USD,2025-06-24,ACTIVA,23418.14,41370.17,false,ATM|MOBILE|POS|API,GT,26.52,2026-04-07T06:21:56Z
CU000451,GT82BAGT000000000451,NOMINA,GTQ,2026-03-19,ACTIVA,-4561.79,12887.66,true,WEB|MOBILE,GT,49.79,2026-04-12T01:40:20Z
CU000452,GT82BAGT000000000452,NOMINA,GTQ,2026-04-21,ACTIVA,210882.50,6868.18,false,POS|WEB,GT,29.87,2026-04-21T02:28:07Z
CU000453,GT82BAGT000000000453,NOMINA,GTQ,2022-12-31,ACTIVA,46397.77,9469.08,false,WEB|ATM|API|POS,GT,37.73,2026-04-20T09:44:44Z
CU000454,GT82BAGT000000000454,AHORRO,GTQ,2023-06-27,ACTIVA,19465.64,15230.73,false,API|MOBILE|ATM,GT,38.84,2026-03-19T17:28:19Z
CU000455,GT82BAGT000000000455,AHORRO,GTQ,2026-03-26,ACTIVA,23469.47,41090.54,true,API|MOBILE,GT,69.34,2026-04-12T09:59:54Z
CU000456,GT82BAGT000000000456,EMPRESARIAL,GTQ,2025-10-06,ACTIVA,251061.51,53714.78,false,POS|WEB|API,GT,35.31,2026-03-26T05:06:24Z
CU000457,GT82BAGT000000000457,NOMINA,GTQ,2023-08-11,ACTIVA,11784.12,25754.96,false,WEB|API|MOBILE,GT,27.21,2026-04-11T04:09:27Z
CU000458,GT82BAGT000000000458,NOMINA,GTQ,2022-12-01,ACTIVA,47482.51,3175.38,true,ATM|API|WEB,GT,50.27,2026-04-18T14:05:08Z
CU000459,GT82BAGT000000000459,CORRIENTE,GTQ,2024-08-31,ACTIVA,34739.39,19700.87,false,MOBILE|ATM,GT,14.51,2026-04-08T21:41:56Z
CU000460,GT82BAGT000000000460,AHORRO,GTQ,2024-08-27,ACTIVA,20805.99,10952.94,false,API|ATM|WEB|MOBILE,GT,26.16,2026-04-13T09:04:03Z
CU000461,GT82BAGT000000000461,NOMINA,GTQ,2025-11-22,ACTIVA,31004.38,42795.95,false,WEB|API|POS|ATM,GT,9.87,2026-03-17T16:14:40Z
CU000462,GT82BAGT000000000462,AHORRO,GTQ,2025-12-25,ACTIVA,27635.45,3135.87,false,WEB|MOBILE|POS,GT,12.42,2026-04-15T05:27:54Z
CU000463,GT82BAGT000000000463,CORRIENTE,GTQ,2024-02-21,ACTIVA,55974.74,11285.02,false,MOBILE|ATM,GT,35.45,2026-04-15T16:31:38Z
CU000464,GT82BAGT000000000464,EMPRESARIAL,GTQ,2025-04-09,ACTIVA,287836.47,69510.40,false,MOBILE|POS|API|WEB,GT,37.66,2026-04-13T14:10:02Z
CU000465,GT82BAGT000000000465,EMPRESARIAL,GTQ,2026-03-18,ACTIVA,194882.91,92667.67,false,API|ATM,GT,37.73,2026-03-24T23:57:27Z
CU000466,GT82BAGT000000000466,AHORRO,GTQ,2023-02-20,BLOQUEADA,12289.76,19405.92,true,POS|MOBILE,GT,42.28,2026-04-12T11:35:57Z
CU000467,GT82BAGT000000000467,CORRIENTE,GTQ,2026-01-20,ACTIVA,20031.02,31649.89,false,ATM|MOBILE|API|POS,GT,42.84,2026-04-20T09:25:04Z
CU000468,GT82BAGT000000000468,CORRIENTE,USD,2020-09-22,ACTIVA,393.49,55432.87,false,WEB|API|MOBILE|ATM,GT,39.51,2026-03-25T10:11:07Z
CU000469,GT82BAGT000000000469,EMPRESARIAL,GTQ,2023-11-29,ACTIVA,222127.25,112863.49,false,ATM|API|MOBILE,GT,52.08,2026-04-11T01:21:37Z
CU000470,GT82BAGT000000000470,AHORRO,GTQ,2025-05-31,ACTIVA,14770.09,3333.34,false,ATM|MOBILE,GT,28.48,2026-04-16T13:46:53Z
CU000471,GT82BAGT000000000471,AHORRO,GTQ,2025-04-16,ACTIVA,5839.66,17374.76,false,POS|MOBILE|API,GT,15.08,2026-04-19T04:13:50Z
CU000472,GT82BAGT000000000472,NOMINA,GTQ,2024-09-02,ACTIVA,14768.35,25853.79,false,API|WEB|ATM|POS,GT,23.95,2026-02-28T22:29:06Z
CU000473,GT82BAGT000000000473,CORRIENTE,USD,2026-01-16,ACTIVA,174741.16,42818.29,false,WEB|POS|API,GT,18.53,2026-04-12T04:27:33Z
CU000474,GT82BAGT000000000474,AHORRO,GTQ,2025-07-26,ACTIVA,5631.29,19280.21,true,POS|ATM|WEB|API,GT,19.40,2026-04-15T21:38:18Z
CU000475,GT82BAGT000000000475,AHORRO,GTQ,2021-08-03,ACTIVA,2643.41,36341.27,false,ATM|API|WEB|MOBILE,GT,37.94,2026-04-13T21:04:20Z
CU000476,GT82BAGT000000000476,CORRIENTE,USD,2025-02-07,ACTIVA,67369.05,39826.98,false,ATM|API|MOBILE|WEB,GT,27.62,2026-04-11T02:15:36Z
CU000477,GT82BAGT000000000477,AHORRO,GTQ,2019-01-29,ACTIVA,7489.34,20989.16,false,ATM|API,GT,34.58,2026-02-28T23:42:18Z
CU000478,GT82BAGT000000000478,CORRIENTE,USD,2021-10-15,ACTIVA,25412.93,30487.35,false,API|WEB,GT,60.91,2026-04-19T18:58:53Z
CU000479,GT82BAGT000000000479,CORRIENTE,USD,2023-06-10,ACTIVA,5736.89,34276.52,false,WEB|POS,GT,48.09,2026-03-29T00:26:46Z
CU000480,GT82BAGT000000000480,CORRIENTE,GTQ,2022-01-20,ACTIVA,45017.05,35870.16,false,API|MOBILE,GT,50.59,2026-03-21T14:38:25Z
CU000481,GT82BAGT000000000481,CORRIENTE,GTQ,2025-07-10,ACTIVA,65651.62,33354.27,false,MOBILE|WEB|ATM,GT,34.04,2026-04-09T01:44:51Z
CU000482,GT82BAGT000000000482,NOMINA,GTQ,2024-05-17,ACTIVA,11948.70,21418.15,false,WEB|POS|MOBILE,GT,50.30,2026-03-27T02:36:25Z
CU000483,GT82BAGT000000000483,AHORRO,GTQ,2026-03-20,BLOQUEADA,13417.60,11065.57,false,MOBILE|WEB|ATM|API,GT,35.45,2026-04-15T04:19:33Z
CU000484,GT82BAGT000000000484,AHORRO,GTQ,2018-10-26,ACTIVA,-91657.18,23833.05,false,ATM|MOBILE|API|WEB,GT,26.73,2026-03-14T22:30:39Z
CU000485,GT82BAGT000000000485,AHORRO,GTQ,2025-12-11,ACTIVA,18273.85,31433.69,false,WEB|API,GT,58.63,2026-04-20T13:50:26Z
CU000486,GT82BAGT000000000486,CORRIENTE,USD,2020-05-16,ACTIVA,37775.72,33466.73,false,MOBILE|POS|WEB|API,GT,28.50,2026-03-14T16:07:56Z
CU000487,GT82BAGT000000000487,AHORRO,GTQ,2025-11-29,ACTIVA,20773.83,31506.45,false,ATM|WEB,GT,69.07,2026-04-15T15:12:34Z
CU000488,GT82BAGT000000000488,NOMINA,GTQ,2025-07-20,ACTIVA,45629.25,42756.18,false,API|WEB|POS,GT,40.15,2026-04-13T04:14:07Z
CU000489,GT82BAGT000000000489,CORRIENTE,GTQ,2025-09-27,ACTIVA,55936.59,37487.22,false,API|MOBILE|ATM|WEB,GT,39.94,2026-04-12T02:07:48Z
CU000490,GT82BAGT000000000490,CORRIENTE,GTQ,2024-10-19,ACTIVA,33967.80,31985.81,true,MOBILE|WEB,GT,37.73,2026-04-10T20:37:16Z
CU000491,GT82BAGT000000000491,EMPRESARIAL,USD,2024-02-10,ACTIVA,182173.51,26749.09,false,API|MOBILE|ATM,GT,33.99,2026-04-21T03:52:28Z
CU000492,GT82BAGT000000000492,AHORRO,GTQ,2020-12-16,ACTIVA,33086.05,10439.70,false,MOBILE|API|ATM|POS,GT,43.72,2026-03-25T21:07:54Z
CU000493,GT82BAGT000000000493,AHORRO,GTQ,2026-03-15,ACTIVA,29091.99,47822.62,false,MOBILE|WEB|API,GT,14.13,2026-04-07T21:06:45Z
CU000494,GT82BAGT000000000494,NOMINA,USD,2025-10-30,ACTIVA,21733.69,12643.93,false,API|MOBILE,GT,41.01,2026-03-29T15:39:24Z
CU000495,GT82BAGT000000000495,CORRIENTE,GTQ,2026-01-07,ACTIVA,54746.33,9675.12,false,WEB|POS|MOBILE|ATM,GT,41.56,2026-04-17T10:03:19Z
CU000496,GT82BAGT000000000496,NOMINA,GTQ,2023-05-18,ACTIVA,28458.54,8398.19,true,MOBILE|API|WEB,GT,15.21,2026-03-11T22:11:10Z
CU000497,GT82BAGT000000000497,AHORRO,GTQ,2026-03-07,ACTIVA,39568.85,46627.16,false,ATM|API|MOBILE|POS,GT,45.34,2026-04-15T15:53:16Z
CU000498,GT82BAGT000000000498,AHORRO,USD,2024-01-04,ACTIVA,27699.70,30747.35,false,ATM|WEB|POS,GT,51.18,2026-04-20T21:52:01Z
CU000499,GT82BAGT000000000499,AHORRO,USD,2019-09-15,ACTIVA,30654.04,17075.56,false,MOBILE|ATM|API|WEB,GT,26.81,2026-04-05T20:30:42Z
CU000500,GT82BAGT000000000500,NOMINA,GTQ,2025-05-03,ACTIVA,35756.47,39749.34,false,API|ATM|MOBILE|POS,GT,25.60,2026-04-17T10:26:48Z
CU000501,GT82BAGT000000000501,NOMINA,GTQ,2023-11-18,ACTIVA,37883.78,18365.40,false,MOBILE|WEB|POS,GT,49.35,2026-03-15T10:29:00Z
CU000502,GT82BAGT000000000502,AHORRO,GTQ,2022-02-20,ACTIVA,22857.69,2543.90,false,API|ATM,GT,30.76,2026-04-05T05:56:47Z
CU000503,GT82BAGT000000000503,EMPRESARIAL,GTQ,2026-04-04,ACTIVA,93232.89,125773.65,false,POS|MOBILE,GT,31.51,2026-03-30T23:24:15Z
CU000504,GT82BAGT000000000504,CORRIENTE,GTQ,2021-02-04,ACTIVA,-2610.59,58086.47,false,WEB|API|MOBILE|ATM,GT,35.29,2026-04-04T22:18:26Z
CU000505,GT82BAGT000000000505,NOMINA,GTQ,2023-03-12,ACTIVA,21025.20,36124.21,false,MOBILE|ATM|API|WEB,GT,13.61,2026-04-19T12:30:58Z
CU000506,GT82BAGT000000000506,AHORRO,GTQ,2024-06-30,ACTIVA,9372.45,46842.84,false,ATM|POS|MOBILE,GT,26.04,2026-04-09T14:37:57Z
CU000507,GT82BAGT000000000507,NOMINA,GTQ,2025-08-31,ACTIVA,2229.41,15719.69,false,WEB|POS,GT,44.39,2026-04-20T07:11:01Z
CU000508,GT82BAGT000000000508,AHORRO,USD,2025-05-28,ACTIVA,12407.45,33180.56,false,ATM|WEB|API|POS,GT,48.56,2026-04-18T23:20:53Z
CU000509,GT82BAGT000000000509,NOMINA,GTQ,2024-04-20,ACTIVA,-156602.52,26793.24,false,API|WEB,GT,40.25,2026-04-05T02:04:16Z
CU000510,GT82BAGT000000000510,EMPRESARIAL,GTQ,2023-05-17,ACTIVA,244557.75,84677.14,false,POS|MOBILE|ATM,GT,9.20,2026-04-15T06:20:30Z
CU000511,GT82BAGT000000000511,AHORRO,GTQ,2025-10-27,ACTIVA,28546.65,16589.20,false,POS|MOBILE,GT,39.54,2026-03-14T02:09:00Z
CU000512,GT82BAGT000000000512,AHORRO,GTQ,2021-11-25,ACTIVA,-2618.73,16640.61,false,ATM|API|MOBILE,GT,33.40,2026-03-27T12:59:26Z
CU000513,GT82BAGT000000000513,AHORRO,GTQ,2023-03-19,ACTIVA,-14527.64,19738.29,false,ATM|POS,GT,38.56,2026-04-15T11:22:00Z
CU000514,GT82BAGT000000000514,AHORRO,USD,2025-06-11,ACTIVA,34563.99,42305.86,true,MOBILE|WEB|API,GT,63.97,2026-04-21T07:09:05Z
CU000515,GT82BAGT000000000515,AHORRO,GTQ,2019-08-07,ACTIVA,12554.57,49957.91,false,MOBILE|ATM,GT,23.62,2026-03-17T00:29:36Z
CU000516,GT82BAGT000000000516,AHORRO,GTQ,2026-03-18,CERRADA,9522.67,41259.40,false,API|POS|ATM|MOBILE,GT,40.13,2026-04-19T02:38:40Z
CU000517,GT82BAGT000000000517,CORRIENTE,GTQ,2023-09-20,BLOQUEADA,13011.63,32073.83,false,ATM|API,GT,43.82,2026-04-19T08:34:14Z
CU000518,GT82BAGT000000000518,EMPRESARIAL,USD,2024-06-13,ACTIVA,259594.17,140696.90,false,POS|MOBILE,GT,19.29,2026-03-24T18:46:20Z
CU000519,GT82BAGT000000000519,CORRIENTE,USD,2025-05-11,ACTIVA,26459.79,34351.49,false,WEB|API|POS,GT,22.01,2026-04-20T23:05:54Z
CU000520,GT82BAGT000000000520,CORRIENTE,USD,2026-02-03,ACTIVA,4228.04,53804.33,false,MOBILE|WEB|ATM,GT,38.42,2026-04-02T18:25:42Z
CU000521,GT82BAGT000000000521,NOMINA,GTQ,2026-01-02,ACTIVA,-3212.70,36840.63,false,API|POS|ATM,GT,43.82,2026-04-04T01:33:34Z
CU000522,GT82BAGT000000000522,AHORRO,GTQ,2025-08-10,ACTIVA,16059.97,10069.93,false,API|MOBILE,GT,40.63,2026-04-16T07:21:10Z
CU000523,GT82BAGT000000000523,NOMINA,GTQ,2026-01-23,ACTIVA,32113.00,29784.64,false,MOBILE|WEB,GT,46.40,2026-03-25T08:23:31Z
CU000524,GT82BAGT000000000524,NOMINA,GTQ,2025-05-12,ACTIVA,117258.21,31046.21,false,POS|WEB,GT,33.36,2026-04-16T06:16:33Z
CU000525,GT82BAGT000000000525,CORRIENTE,GTQ,2023-04-27,ACTIVA,34637.85,11140.54,false,MOBILE|POS|WEB|API,GT,46.75,2026-02-15T13:26:54Z
CU000526,GT82BAGT000000000526,AHORRO,USD,2022-11-08,ACTIVA,11394.52,24898.84,false,POS|API|ATM,GT,54.29,2026-03-19T06:19:03Z
CU000527,GT82BAGT000000000527,AHORRO,GTQ,2020-10-09,ACTIVA,25920.70,13321.60,false,API|MOBILE|POS,GT,38.25,2026-03-06T01:03:03Z
CU000528,GT82BAGT000000000528,NOMINA,GTQ,2026-03-25,ACTIVA,35166.47,10703.33,false,MOBILE|WEB,GT,34.67,2026-03-30T14:30:48Z
CU000529,GT82BAGT000000000529,CORRIENTE,GTQ,2024-05-11,ACTIVA,39866.12,36799.14,false,MOBILE|POS|WEB|API,GT,47.18,2026-03-22T17:27:23Z
CU000530,GT82BAGT000000000530,AHORRO,USD,2026-04-10,ACTIVA,-4920.62,37769.61,false,ATM|POS,GT,35.85,2026-04-07T10:10:38Z
CU000531,GT82BAGT000000000531,NOMINA,GTQ,2026-02-11,ACTIVA,26877.63,29243.48,false,API|MOBILE,GT,48.30,2026-03-06T09:11:23Z
CU000532,GT82BAGT000000000532,AHORRO,GTQ,2023-08-24,ACTIVA,24524.62,35618.29,false,WEB|ATM,GT,38.33,2026-04-10T02:37:58Z
CU000533,GT82BAGT000000000533,AHORRO,GTQ,2026-01-30,ACTIVA,12375.44,41318.24,false,API|MOBILE|ATM,GT,28.86,2026-04-06T07:52:44Z
CU000534,GT82BAGT000000000534,CORRIENTE,GTQ,2022-12-27,ACTIVA,28338.40,40488.75,false,API|MOBILE,GT,59.68,2026-04-05T20:37:42Z
CU000535,GT82BAGT000000000535,AHORRO,GTQ,2024-03-23,ACTIVA,18264.10,37975.54,true,POS|MOBILE|WEB,GT,32.87,2026-04-03T07:22:37Z
CU000536,GT82BAGT000000000536,CORRIENTE,GTQ,2026-04-15,ACTIVA,37349.19,38557.68,false,MOBILE|WEB,GT,19.74,2026-04-08T16:33:05Z
CU000537,GT82BAGT000000000537,AHORRO,GTQ,2025-02-10,ACTIVA,13619.15,2949.66,false,POS|API|ATM,GT,33.11,2026-04-16T19:24:05Z
CU000538,GT82BAGT000000000538,EMPRESARIAL,GTQ,2025-04-03,ACTIVA,97463.49,149203.13,false,POS|ATM|API,GT,18.95,2026-04-08T08:42:34Z
CU000539,GT82BAGT000000000539,CORRIENTE,USD,2025-07-08,ACTIVA,35252.29,20897.11,false,WEB|ATM|MOBILE|POS,GT,32.86,2026-04-18T11:35:56Z
CU000540,GT82BAGT000000000540,AHORRO,USD,2022-11-11,BLOQUEADA,44728.48,30217.95,false,MOBILE|ATM|POS|WEB,GT,38.79,2026-04-01T18:33:14Z
CU000541,GT82BAGT000000000541,CORRIENTE,USD,2024-03-24,ACTIVA,58331.45,54919.67,false,WEB|ATM,GT,40.46,2026-03-14T09:42:29Z
